n_activities,n_dependencies,n_dus,n_dps,n_dus_edges,dus_distance_to_end,dataset,instance
92,138,15,31,35,2.2666666666666666,j90,j9010_8.sm
92,138,16,35,43,2.3125,j90,j9010_9.sm
92,138,16,34,47,2.0,j90,j9011_1.sm
92,138,16,36,44,2.0,j90,j9011_10.sm
92,138,19,44,56,2.1578947368421053,j90,j9011_2.sm
92,138,14,31,38,2.2857142857142856,j90,j9011_3.sm
92,138,14,29,37,2.0714285714285716,j90,j9011_4.sm
92,138,17,35,47,2.1176470588235294,j90,j9011_5.sm
92,138,15,34,44,1.9333333333333333,j90,j9011_6.sm
92,138,18,42,52,2.2222222222222223,j90,j9011_7.sm
92,138,15,32,38,2.1333333333333333,j90,j9011_8.sm
92,138,14,31,37,2.142857142857143,j90,j9011_9.sm
92,138,16,36,47,2.3125,j90,j9012_1.sm
92,138,17,36,46,2.235294117647059,j90,j9012_10.sm
92,138,15,32,41,1.8666666666666667,j90,j9012_2.sm
92,138,16,37,47,2.1875,j90,j9012_3.sm
92,138,18,32,44,2.5555555555555554,j90,j9012_4.sm
92,138,15,31,41,2.066666666666667,j90,j9012_5.sm
92,138,16,33,46,2.0625,j90,j9012_6.sm
92,138,14,37,42,2.0714285714285716,j90,j9012_7.sm
92,138,15,31,39,1.9333333333333333,j90,j9012_8.sm
92,138,15,36,44,2.0,j90,j9012_9.sm
92,138,16,36,46,2.0,j90,j9013_1.sm
92,138,13,28,35,1.8461538461538463,j90,j9013_10.sm
92,138,15,34,40,2.066666666666667,j90,j9013_2.sm
92,138,16,31,42,2.375,j90,j9013_3.sm
92,138,15,32,39,2.3333333333333335,j90,j9013_4.sm
92,138,15,32,41,2.3333333333333335,j90,j9013_5.sm
92,138,16,38,45,2.0625,j90,j9013_6.sm
92,138,18,37,47,2.111111111111111,j90,j9013_7.sm
92,138,12,27,28,2.3333333333333335,j90,j9013_8.sm
92,138,17,38,47,2.176470588235294,j90,j9013_9.sm
92,138,14,33,38,1.8571428571428572,j90,j9014_1.sm
92,138,15,36,42,2.1333333333333333,j90,j9014_10.sm
92,138,16,31,41,2.25,j90,j9014_2.sm
92,138,15,34,47,1.8666666666666667,j90,j9014_3.sm
92,138,17,38,47,2.0588235294117645,j90,j9014_4.sm
92,138,14,30,35,2.0714285714285716,j90,j9014_5.sm
92,138,15,30,40,2.0,j90,j9014_6.sm
92,138,14,33,40,1.9285714285714286,j90,j9014_7.sm
92,138,14,28,40,1.9285714285714286,j90,j9014_8.sm
92,138,19,35,50,2.3684210526315788,j90,j9014_9.sm
92,138,15,37,42,2.2,j90,j9015_1.sm
92,138,16,35,46,2.3125,j90,j9015_10.sm
92,138,15,31,42,1.9333333333333333,j90,j9015_2.sm
92,138,16,36,44,2.0625,j90,j9015_3.sm
92,138,14,30,35,1.9285714285714286,j90,j9015_4.sm
92,138,17,39,47,2.176470588235294,j90,j9015_5.sm
92,138,16,31,40,2.0,j90,j9015_6.sm
92,138,14,34,40,2.0714285714285716,j90,j9015_7.sm
92,138,16,35,45,2.3125,j90,j9015_8.sm
92,138,16,34,47,2.0,j90,j9015_9.sm
92,138,15,32,42,1.9333333333333333,j90,j9016_1.sm
92,138,16,34,44,2.125,j90,j9016_10.sm
92,138,16,33,44,1.9375,j90,j9016_2.sm
92,138,16,36,43,2.1875,j90,j9016_3.sm
92,138,14,29,33,2.2857142857142856,j90,j9016_4.sm
92,138,16,38,44,2.125,j90,j9016_5.sm
92,138,13,30,34,2.0,j90,j9016_6.sm
92,138,16,42,54,2.25,j90,j9016_7.sm
92,138,16,34,43,2.375,j90,j9016_8.sm
92,138,15,38,42,2.2666666666666666,j90,j9016_9.sm
92,166,14,37,40,2.0714285714285716,j90,j9017_1.sm
92,166,18,48,61,2.3333333333333335,j90,j9017_10.sm
92,166,17,46,52,2.0,j90,j9017_2.sm
92,166,16,47,55,2.0,j90,j9017_3.sm
92,166,19,47,67,2.1578947368421053,j90,j9017_4.sm
92,166,19,46,63,2.210526315789474,j90,j9017_5.sm
92,166,16,41,49,2.0,j90,j9017_6.sm
92,166,15,39,49,2.066666666666667,j90,j9017_7.sm
92,166,19,48,65,2.210526315789474,j90,j9017_8.sm
92,166,16,47,56,2.1875,j90,j9017_9.sm
92,166,16,45,54,2.0625,j90,j9018_1.sm
92,166,18,53,64,2.3333333333333335,j90,j9018_10.sm
92,166,15,45,52,2.4,j90,j9018_2.sm
92,166,16,40,50,2.125,j90,j9018_3.sm
92,166,16,35,47,1.9375,j90,j9018_4.sm
92,166,18,45,62,2.0555555555555554,j90,j9018_5.sm
92,166,15,47,45,2.2,j90,j9018_6.sm
92,166,18,51,61,2.1666666666666665,j90,j9018_7.sm
92,166,17,45,57,2.0,j90,j9018_8.sm
92,166,18,47,60,2.111111111111111,j90,j9018_9.sm
92,166,18,41,55,1.9444444444444444,j90,j9019_1.sm
92,166,16,42,53,2.125,j90,j9019_10.sm
92,166,17,45,54,2.1176470588235294,j90,j9019_2.sm
92,166,16,41,49,2.3125,j90,j9019_3.sm
92,166,15,44,48,2.3333333333333335,j90,j9019_4.sm
92,166,16,47,57,2.1875,j90,j9019_5.sm
92,166,20,52,66,2.3,j90,j9019_6.sm
92,166,17,41,50,2.1176470588235294,j90,j9019_7.sm
92,166,15,40,50,2.2,j90,j9019_8.sm
92,166,20,49,66,2.05,j90,j9019_9.sm
92,138,12,28,29,2.0,j90,j901_1.sm
92,138,16,36,46,2.0,j90,j901_10.sm
92,138,19,40,51,2.473684210526316,j90,j901_2.sm
92,138,13,29,35,2.0,j90,j901_3.sm
92,138,14,33,41,2.2142857142857144,j90,j901_4.sm
92,138,16,36,46,2.0625,j90,j901_5.sm
92,138,14,29,38,2.2142857142857144,j90,j901_6.sm
92,138,14,33,35,2.142857142857143,j90,j901_7.sm
92,138,15,37,41,2.0,j90,j901_8.sm
92,138,14,32,39,2.142857142857143,j90,j901_9.sm
92,166,16,39,48,2.3125,j90,j9020_1.sm
92,166,18,43,56,2.0,j90,j9020_10.sm
92,166,16,45,53,2.1875,j90,j9020_2.sm
92,166,15,46,48,2.2,j90,j9020_3.sm
92,166,17,47,60,2.2941176470588234,j90,j9020_4.sm
92,166,16,42,54,2.125,j90,j9020_5.sm
92,166,14,43,44,2.2857142857142856,j90,j9020_6.sm
92,166,19,41,58,2.1578947368421053,j90,j9020_7.sm
92,166,15,41,46,2.466666666666667,j90,j9020_8.sm
92,166,18,43,56,2.111111111111111,j90,j9020_9.sm
92,166,17,45,60,2.1176470588235294,j90,j9021_1.sm
92,166,16,46,54,2.1875,j90,j9021_10.sm
92,166,16,42,52,2.0625,j90,j9021_2.sm
92,166,17,48,59,2.0,j90,j9021_3.sm
92,166,18,47,57,2.0555555555555554,j90,j9021_4.sm
92,166,16,45,54,2.125,j90,j9021_5.sm
92,166,16,47,51,2.3125,j90,j9021_6.sm
92,166,17,45,57,2.176470588235294,j90,j9021_7.sm
92,166,17,45,60,2.1176470588235294,j90,j9021_8.sm
92,166,16,41,51,2.125,j90,j9021_9.sm
92,166,21,50,72,2.142857142857143,j90,j9022_1.sm
92,166,15,44,48,2.533333333333333,j90,j9022_10.sm
92,166,16,49,57,2.1875,j90,j9022_2.sm
92,166,16,42,50,1.875,j90,j9022_3.sm
92,166,16,40,57,2.0,j90,j9022_4.sm
92,166,18,52,64,2.111111111111111,j90,j9022_5.sm
92,166,14,43,46,2.2857142857142856,j90,j9022_6.sm
92,166,17,48,54,2.176470588235294,j90,j9022_7.sm
92,166,18,39,54,2.2222222222222223,j90,j9022_8.sm
92,166,18,45,59,2.111111111111111,j90,j9022_9.sm
92,166,17,48,59,2.1176470588235294,j90,j9023_1.sm
92,166,16,46,56,2.1875,j90,j9023_10.sm
92,166,15,37,46,1.9333333333333333,j90,j9023_2.sm
92,166,20,47,68,2.5,j90,j9023_3.sm
92,166,15,40,48,2.2666666666666666,j90,j9023_4.sm
92,166,17,49,66,2.0,j90,j9023_5.sm
92,166,17,45,59,2.0,j90,j9023_6.sm
92,166,15,46,51,2.0,j90,j9023_7.sm
92,166,18,43,59,2.2777777777777777,j90,j9023_8.sm
92,166,19,46,62,2.1578947368421053,j90,j9023_9.sm
92,166,16,44,54,1.9375,j90,j9024_1.sm
92,166,18,49,67,2.2777777777777777,j90,j9024_10.sm
92,166,17,49,60,2.235294117647059,j90,j9024_2.sm
92,166,14,36,44,1.9285714285714286,j90,j9024_3.sm
92,166,17,47,60,2.2941176470588234,j90,j9024_4.sm
92,166,16,44,54,2.1875,j90,j9024_5.sm
92,166,15,37,42,2.3333333333333335,j90,j9024_6.sm
92,166,17,44,55,2.2941176470588234,j90,j9024_7.sm
92,166,15,40,47,2.2666666666666666,j90,j9024_8.sm
92,166,17,44,50,2.2941176470588234,j90,j9024_9.sm
92,166,16,39,48,2.25,j90,j9025_1.sm
92,166,18,47,60,2.2222222222222223,j90,j9025_10.sm
92,166,18,48,61,2.1666666666666665,j90,j9025_2.sm
92,166,16,45,55,2.25,j90,j9025_3.sm
92,166,16,43,50,2.125,j90,j9025_4.sm
92,166,15,41,48,1.9333333333333333,j90,j9025_5.sm
92,166,15,43,47,1.9333333333333333,j90,j9025_6.sm
92,166,14,41,44,2.2142857142857144,j90,j9025_7.sm
92,166,16,49,55,2.1875,j90,j9025_8.sm
92,166,15,42,51,2.2,j90,j9025_9.sm
92,166,16,38,47,2.0,j90,j9026_1.sm
92,166,16,36,49,2.0625,j90,j9026_10.sm
92,166,15,44,47,1.9333333333333333,j90,j9026_2.sm
92,166,15,41,44,2.2666666666666666,j90,j9026_3.sm
92,166,17,48,60,2.1176470588235294,j90,j9026_4.sm
92,166,15,36,44,2.066666666666667,j90,j9026_5.sm
92,166,17,39,49,2.3529411764705883,j90,j9026_6.sm
92,166,16,45,58,2.0625,j90,j9026_7.sm
92,166,16,42,51,2.0,j90,j9026_8.sm
92,166,16,44,49,1.875,j90,j9026_9.sm
92,166,18,49,63,2.0555555555555554,j90,j9027_1.sm
92,166,17,44,55,1.8823529411764706,j90,j9027_10.sm
92,166,16,42,53,2.0,j90,j9027_2.sm
92,166,19,52,68,1.9473684210526316,j90,j9027_3.sm
92,166,17,44,56,2.0,j90,j9027_4.sm
92,166,17,43,55,2.0,j90,j9027_5.sm
92,166,17,43,57,2.0,j90,j9027_6.sm
92,166,15,42,44,2.066666666666667,j90,j9027_7.sm
92,166,15,37,44,2.2,j90,j9027_8.sm
92,166,16,37,51,2.1875,j90,j9027_9.sm
92,166,15,39,45,1.8666666666666667,j90,j9028_1.sm
92,166,14,32,40,1.8571428571428572,j90,j9028_10.sm
92,166,16,42,50,2.0625,j90,j9028_2.sm
92,166,17,47,61,1.8823529411764706,j90,j9028_3.sm
92,166,15,40,48,2.4,j90,j9028_4.sm
92,166,16,42,49,2.125,j90,j9028_5.sm
92,166,17,49,60,2.1176470588235294,j90,j9028_6.sm
92,166,17,47,61,2.2941176470588234,j90,j9028_7.sm
92,166,21,53,74,2.1904761904761907,j90,j9028_8.sm
92,166,21,51,72,2.380952380952381,j90,j9028_9.sm
92,166,17,41,51,2.0,j90,j9029_1.sm
92,166,18,48,59,2.0555555555555554,j90,j9029_10.sm
92,166,15,40,47,2.3333333333333335,j90,j9029_2.sm
92,166,16,41,49,2.3125,j90,j9029_3.sm
92,166,18,48,62,1.8888888888888888,j90,j9029_4.sm
92,166,17,40,52,2.176470588235294,j90,j9029_5.sm
92,166,15,41,47,2.3333333333333335,j90,j9029_6.sm
92,166,17,48,56,2.0588235294117645,j90,j9029_7.sm
92,166,19,42,56,2.3157894736842106,j90,j9029_8.sm
92,166,14,38,40,2.5,j90,j9029_9.sm
92,138,16,36,45,2.25,j90,j902_1.sm
92,138,14,34,39,2.142857142857143,j90,j902_10.sm
92,138,20,42,52,2.15,j90,j902_2.sm
92,138,14,34,41,1.9285714285714286,j90,j902_3.sm
92,138,16,36,45,1.9375,j90,j902_4.sm
92,138,16,33,45,1.9375,j90,j902_5.sm
92,138,15,31,38,2.2,j90,j902_6.sm
92,138,15,32,43,2.1333333333333333,j90,j902_7.sm
92,138,14,30,36,2.2857142857142856,j90,j902_8.sm
92,138,14,31,37,2.0714285714285716,j90,j902_9.sm
92,166,16,39,54,2.0625,j90,j9030_1.sm
92,166,18,46,61,2.3333333333333335,j90,j9030_10.sm
92,166,15,38,48,1.9333333333333333,j90,j9030_2.sm
92,166,20,49,63,2.15,j90,j9030_3.sm
92,166,20,50,68,2.4,j90,j9030_4.sm
92,166,16,45,55,2.3125,j90,j9030_5.sm
92,166,16,41,50,2.25,j90,j9030_6.sm
92,166,15,41,47,2.1333333333333333,j90,j9030_7.sm
92,166,16,42,46,2.0,j90,j9030_8.sm
92,166,16,46,55,2.0,j90,j9030_9.sm
92,166,16,43,53,2.0625,j90,j9031_1.sm
92,166,16,42,51,2.0,j90,j9031_10.sm
92,166,14,40,44,2.0714285714285716,j90,j9031_2.sm
92,166,18,46,62,2.0,j90,j9031_3.sm
92,166,16,44,56,2.0,j90,j9031_4.sm
92,166,16,40,54,2.125,j90,j9031_5.sm
92,166,15,47,51,2.1333333333333333,j90,j9031_6.sm
92,166,16,40,49,2.125,j90,j9031_7.sm
92,166,15,42,48,2.0,j90,j9031_8.sm
92,166,16,45,52,2.25,j90,j9031_9.sm
92,166,15,41,46,2.0,j90,j9032_1.sm
92,166,17,48,56,2.176470588235294,j90,j9032_10.sm
92,166,15,43,50,2.0,j90,j9032_2.sm
92,166,16,38,50,2.125,j90,j9032_3.sm
92,166,18,49,62,2.0,j90,j9032_4.sm
92,166,16,44,50,2.25,j90,j9032_5.sm
92,166,18,47,57,2.111111111111111,j90,j9032_6.sm
92,166,17,48,62,2.2941176470588234,j90,j9032_7.sm
92,166,15,41,46,2.2666666666666666,j90,j9032_8.sm
92,166,17,37,52,2.235294117647059,j90,j9032_9.sm
92,194,16,46,54,2.1875,j90,j9033_1.sm
92,194,18,47,63,2.2777777777777777,j90,j9033_10.sm
92,194,19,46,63,2.3157894736842106,j90,j9033_2.sm
92,194,18,55,65,2.3333333333333335,j90,j9033_3.sm
92,194,17,52,61,2.176470588235294,j90,j9033_4.sm
92,194,18,55,71,2.4444444444444446,j90,j9033_5.sm
92,194,16,47,56,1.875,j90,j9033_6.sm
92,194,18,54,68,2.111111111111111,j90,j9033_7.sm
92,194,19,63,76,2.263157894736842,j90,j9033_8.sm
92,194,17,45,59,2.0588235294117645,j90,j9033_9.sm
92,194,15,47,53,1.9333333333333333,j90,j9034_1.sm
92,194,18,59,71,2.1666666666666665,j90,j9034_10.sm
92,194,20,53,78,2.4,j90,j9034_2.sm
92,194,16,50,53,2.1875,j90,j9034_3.sm
92,194,16,48,53,2.25,j90,j9034_4.sm
92,194,17,54,63,2.235294117647059,j90,j9034_5.sm
92,194,17,53,63,2.176470588235294,j90,j9034_6.sm
92,194,16,41,52,2.1875,j90,j9034_7.sm
92,194,15,46,51,2.066666666666667,j90,j9034_8.sm
92,194,18,52,64,2.0,j90,j9034_9.sm
92,194,17,60,67,2.1176470588235294,j90,j9035_1.sm
92,194,15,48,50,2.1333333333333333,j90,j9035_10.sm
92,194,18,56,67,2.111111111111111,j90,j9035_2.sm
92,194,18,56,67,2.2777777777777777,j90,j9035_3.sm
92,194,17,54,65,2.1176470588235294,j90,j9035_4.sm
92,194,16,52,53,2.25,j90,j9035_5.sm
92,194,16,44,52,2.0,j90,j9035_6.sm
92,194,17,53,62,1.9411764705882353,j90,j9035_7.sm
92,194,17,50,59,2.0,j90,j9035_8.sm
92,194,16,44,54,2.0,j90,j9035_9.sm
92,194,18,54,63,2.388888888888889,j90,j9036_1.sm
92,194,19,52,65,2.263157894736842,j90,j9036_10.sm
92,194,18,53,65,2.1666666666666665,j90,j9036_2.sm
92,194,18,59,69,2.0555555555555554,j90,j9036_3.sm
92,194,17,55,67,2.235294117647059,j90,j9036_4.sm
92,194,17,49,62,2.3529411764705883,j90,j9036_5.sm
92,194,18,64,71,2.1666666666666665,j90,j9036_6.sm
92,194,18,56,66,2.0,j90,j9036_7.sm
92,194,19,65,74,2.263157894736842,j90,j9036_8.sm
92,194,15,53,52,2.466666666666667,j90,j9036_9.sm
92,194,17,58,67,2.0588235294117645,j90,j9037_1.sm
92,194,16,47,53,2.1875,j90,j9037_10.sm
92,194,20,60,70,2.15,j90,j9037_2.sm
92,194,19,61,76,2.3684210526315788,j90,j9037_3.sm
92,194,17,53,60,2.3529411764705883,j90,j9037_4.sm
92,194,19,58,75,2.0526315789473686,j90,j9037_5.sm
92,194,18,48,67,1.9444444444444444,j90,j9037_6.sm
92,194,20,56,74,2.05,j90,j9037_7.sm
92,194,15,53,53,2.1333333333333333,j90,j9037_8.sm
92,194,18,54,65,2.111111111111111,j90,j9037_9.sm
92,194,18,54,66,2.0555555555555554,j90,j9038_1.sm
92,194,19,56,75,2.4210526315789473,j90,j9038_10.sm
92,194,16,51,56,2.375,j90,j9038_2.sm
92,194,17,54,62,2.2941176470588234,j90,j9038_3.sm
92,194,18,51,67,2.0,j90,j9038_4.sm
92,194,15,49,51,2.066666666666667,j90,j9038_5.sm
92,194,16,52,59,2.3125,j90,j9038_6.sm
92,194,18,55,71,2.0,j90,j9038_7.sm
92,194,16,49,56,2.0625,j90,j9038_8.sm
92,194,18,63,76,2.1666666666666665,j90,j9038_9.sm
92,194,19,57,72,2.210526315789474,j90,j9039_1.sm
92,194,18,51,62,2.0555555555555554,j90,j9039_10.sm
92,194,20,63,73,2.2,j90,j9039_2.sm
92,194,17,50,61,2.176470588235294,j90,j9039_3.sm
92,194,16,50,52,2.125,j90,j9039_4.sm
92,194,17,55,64,2.2941176470588234,j90,j9039_5.sm
92,194,17,47,55,2.235294117647059,j90,j9039_6.sm
92,194,14,45,44,2.142857142857143,j90,j9039_7.sm
92,194,15,47,49,2.1333333333333333,j90,j9039_8.sm
92,194,16,50,57,1.9375,j90,j9039_9.sm
92,138,18,36,53,2.0,j90,j903_1.sm
92,138,15,30,38,1.8,j90,j903_10.sm
92,138,15,34,41,2.066666666666667,j90,j903_2.sm
92,138,17,35,48,2.1176470588235294,j90,j903_3.sm
92,138,17,35,41,2.411764705882353,j90,j903_4.sm
92,138,14,32,39,1.8571428571428572,j90,j903_5.sm
92,138,15,34,39,2.2,j90,j903_6.sm
92,138,17,38,50,2.0588235294117645,j90,j903_7.sm
92,138,15,34,44,2.2666666666666666,j90,j903_8.sm
92,138,14,34,40,2.2142857142857144,j90,j903_9.sm
92,194,19,58,70,2.0526315789473686,j90,j9040_1.sm
92,194,16,47,58,2.0,j90,j9040_10.sm
92,194,17,48,58,2.0588235294117645,j90,j9040_2.sm
92,194,15,51,52,2.066666666666667,j90,j9040_3.sm
92,194,19,62,77,2.1578947368421053,j90,j9040_4.sm
92,194,18,56,67,2.0,j90,j9040_5.sm
92,194,17,48,64,1.9411764705882353,j90,j9040_6.sm
92,194,17,48,61,2.235294117647059,j90,j9040_7.sm
92,194,16,45,54,2.125,j90,j9040_8.sm
92,194,17,53,65,2.1176470588235294,j90,j9040_9.sm
92,194,18,58,70,2.2777777777777777,j90,j9041_1.sm
92,194,18,52,64,2.2222222222222223,j90,j9041_10.sm
92,194,19,58,71,1.9473684210526316,j90,j9041_2.sm
92,194,19,63,77,2.1578947368421053,j90,j9041_3.sm
92,194,16,60,64,2.6875,j90,j9041_4.sm
92,194,17,53,67,2.1176470588235294,j90,j9041_5.sm
92,194,16,50,57,2.0625,j90,j9041_6.sm
92,194,18,56,64,2.3333333333333335,j90,j9041_7.sm
92,194,17,54,62,2.1176470588235294,j90,j9041_8.sm
92,194,15,46,52,2.0,j90,j9041_9.sm
92,194,17,49,61,2.0,j90,j9042_1.sm
92,194,18,59,73,2.3333333333333335,j90,j9042_10.sm
92,194,17,53,64,2.2941176470588234,j90,j9042_2.sm
92,194,16,53,59,2.0,j90,j9042_3.sm
92,194,19,60,77,2.1052631578947367,j90,j9042_4.sm
92,194,21,51,70,2.619047619047619,j90,j9042_5.sm
92,194,18,60,75,2.388888888888889,j90,j9042_6.sm
92,194,16,54,64,2.375,j90,j9042_7.sm
92,194,18,58,67,2.111111111111111,j90,j9042_8.sm
92,194,16,41,55,2.1875,j90,j9042_9.sm
92,194,18,57,68,2.0,j90,j9043_1.sm
92,194,17,53,62,2.411764705882353,j90,j9043_10.sm
92,194,16,47,55,2.1875,j90,j9043_2.sm
92,194,19,58,79,2.4210526315789473,j90,j9043_3.sm
92,194,15,51,51,1.9333333333333333,j90,j9043_4.sm
92,194,18,53,66,2.0,j90,j9043_5.sm
92,194,20,65,80,2.5,j90,j9043_6.sm
92,194,15,48,49,2.3333333333333335,j90,j9043_7.sm
92,194,19,51,64,2.1578947368421053,j90,j9043_8.sm
92,194,17,47,58,2.0,j90,j9043_9.sm
92,194,18,51,62,1.9444444444444444,j90,j9044_1.sm
92,194,19,57,76,2.1052631578947367,j90,j9044_10.sm
92,194,20,58,76,2.15,j90,j9044_2.sm
92,194,21,55,76,2.238095238095238,j90,j9044_3.sm
92,194,17,53,64,2.3529411764705883,j90,j9044_4.sm
92,194,15,50,54,2.0,j90,j9044_5.sm
92,194,18,56,69,2.2777777777777777,j90,j9044_6.sm
92,194,17,55,63,2.0,j90,j9044_7.sm
92,194,18,58,69,2.1666666666666665,j90,j9044_8.sm
92,194,17,54,63,2.1176470588235294,j90,j9044_9.sm
92,194,18,53,65,2.1666666666666665,j90,j9045_1.sm
92,194,17,51,64,2.235294117647059,j90,j9045_10.sm
92,194,16,49,55,2.25,j90,j9045_2.sm
92,194,20,59,77,2.05,j90,j9045_3.sm
92,194,15,50,50,2.2,j90,j9045_4.sm
92,194,18,57,73,2.3333333333333335,j90,j9045_5.sm
92,194,17,56,63,2.1176470588235294,j90,j9045_6.sm
92,194,16,46,53,2.0625,j90,j9045_7.sm
92,194,17,50,64,2.0,j90,j9045_8.sm
92,194,17,58,63,2.3529411764705883,j90,j9045_9.sm
92,194,19,58,79,2.1052631578947367,j90,j9046_1.sm
92,194,19,53,67,2.3157894736842106,j90,j9046_10.sm
92,194,19,50,67,2.210526315789474,j90,j9046_2.sm
92,194,20,54,68,2.15,j90,j9046_3.sm
92,194,18,55,72,2.0555555555555554,j90,j9046_4.sm
92,194,16,54,63,2.25,j90,j9046_5.sm
92,194,16,43,51,2.0,j90,j9046_6.sm
92,194,18,51,63,2.0,j90,j9046_7.sm
92,194,16,51,54,2.25,j90,j9046_8.sm
92,194,15,54,52,2.2,j90,j9046_9.sm
92,194,15,46,49,2.2666666666666666,j90,j9047_1.sm
92,194,15,50,52,2.066666666666667,j90,j9047_10.sm
92,194,18,59,63,2.3333333333333335,j90,j9047_2.sm
92,194,18,57,65,2.0,j90,j9047_3.sm
92,194,15,53,54,2.533333333333333,j90,j9047_4.sm
92,194,17,54,60,2.0,j90,j9047_5.sm
92,194,17,57,61,2.4705882352941178,j90,j9047_6.sm
92,194,16,47,57,1.9375,j90,j9047_7.sm
92,194,18,54,69,2.3333333333333335,j90,j9047_8.sm
92,194,17,55,63,2.0588235294117645,j90,j9047_9.sm
92,194,17,44,54,2.176470588235294,j90,j9048_1.sm
92,194,16,48,52,2.1875,j90,j9048_10.sm
92,194,15,48,51,2.1333333333333333,j90,j9048_2.sm
92,194,17,44,56,2.0,j90,j9048_3.sm
92,194,17,58,63,2.4705882352941178,j90,j9048_4.sm
92,194,17,49,61,2.235294117647059,j90,j9048_5.sm
92,194,20,55,79,2.15,j90,j9048_6.sm
92,194,19,54,66,2.473684210526316,j90,j9048_7.sm
92,194,16,54,56,2.0625,j90,j9048_8.sm
92,194,17,55,61,2.0588235294117645,j90,j9048_9.sm
92,138,18,35,51,2.2222222222222223,j90,j904_1.sm
92,138,16,35,44,2.0,j90,j904_10.sm
92,138,15,38,42,2.3333333333333335,j90,j904_2.sm
92,138,15,36,44,2.4,j90,j904_3.sm
92,138,16,36,46,2.0625,j90,j904_4.sm
92,138,15,37,47,2.2,j90,j904_5.sm
92,138,14,33,38,2.0,j90,j904_6.sm
92,138,15,33,42,1.9333333333333333,j90,j904_7.sm
92,138,14,32,39,2.0714285714285716,j90,j904_8.sm
92,138,14,33,37,2.0,j90,j904_9.sm
92,138,16,31,41,2.1875,j90,j905_1.sm
92,138,14,32,37,2.2857142857142856,j90,j905_10.sm
92,138,16,31,41,2.375,j90,j905_2.sm
92,138,13,27,31,2.076923076923077,j90,j905_3.sm
92,138,16,34,43,2.3125,j90,j905_4.sm
92,138,17,36,53,2.0588235294117645,j90,j905_5.sm
92,138,16,32,46,2.625,j90,j905_6.sm
92,138,14,34,38,2.142857142857143,j90,j905_7.sm
92,138,16,32,43,2.125,j90,j905_8.sm
92,138,17,33,47,2.0588235294117645,j90,j905_9.sm
92,138,17,39,51,2.176470588235294,j90,j906_1.sm
92,138,16,32,41,2.1875,j90,j906_10.sm
92,138,18,33,48,2.0,j90,j906_2.sm
92,138,16,36,42,2.0625,j90,j906_3.sm
92,138,14,31,38,2.0714285714285716,j90,j906_4.sm
92,138,15,37,47,2.3333333333333335,j90,j906_5.sm
92,138,17,32,44,2.2941176470588234,j90,j906_6.sm
92,138,14,34,39,2.2857142857142856,j90,j906_7.sm
92,138,13,27,33,2.3076923076923075,j90,j906_8.sm
92,138,14,33,36,2.357142857142857,j90,j906_9.sm
92,138,17,35,46,2.0588235294117645,j90,j907_1.sm
92,138,17,32,44,2.235294117647059,j90,j907_10.sm
92,138,16,34,45,2.0,j90,j907_2.sm
92,138,15,37,42,2.066666666666667,j90,j907_3.sm
92,138,17,40,48,2.0588235294117645,j90,j907_4.sm
92,138,15,33,42,2.066666666666667,j90,j907_5.sm
92,138,14,32,39,1.9285714285714286,j90,j907_6.sm
92,138,16,33,42,2.0,j90,j907_7.sm
92,138,13,30,33,2.076923076923077,j90,j907_8.sm
92,138,16,34,45,2.125,j90,j907_9.sm
92,138,17,36,51,2.1176470588235294,j90,j908_1.sm
92,138,16,32,42,2.1875,j90,j908_10.sm
92,138,17,37,47,2.2941176470588234,j90,j908_2.sm
92,138,16,34,47,1.9375,j90,j908_3.sm
92,138,15,34,40,2.066666666666667,j90,j908_4.sm
92,138,14,33,38,2.357142857142857,j90,j908_5.sm
92,138,14,31,38,2.0714285714285716,j90,j908_6.sm
92,138,16,33,44,2.1875,j90,j908_7.sm
92,138,14,28,36,1.9285714285714286,j90,j908_8.sm
92,138,17,37,46,2.176470588235294,j90,j908_9.sm
92,138,17,38,53,2.2941176470588234,j90,j909_1.sm
92,138,15,33,40,2.1333333333333333,j90,j909_10.sm
92,138,17,36,48,2.0,j90,j909_2.sm
92,138,14,35,41,2.142857142857143,j90,j909_3.sm
92,138,15,37,43,2.466666666666667,j90,j909_4.sm
92,138,14,34,41,2.142857142857143,j90,j909_5.sm
92,138,17,38,47,2.176470588235294,j90,j909_6.sm
92,138,15,35,44,2.1333333333333333,j90,j909_7.sm
92,138,14,32,39,2.357142857142857,j90,j909_8.sm
92,138,15,31,39,2.1333333333333333,j90,j909_9.sm
122,183,18,45,59,2.0555555555555554,j120,j12010_1.sm
122,183,15,38,41,2.2666666666666666,j120,j12010_10.sm
122,183,16,45,49,2.1875,j120,j12010_2.sm
122,183,16,42,50,2.125,j120,j12010_3.sm
122,183,17,43,50,2.411764705882353,j120,j12010_4.sm
122,183,19,44,59,2.210526315789474,j120,j12010_5.sm
122,183,17,48,58,2.176470588235294,j120,j12010_6.sm
122,183,14,40,44,2.0714285714285716,j120,j12010_7.sm
122,183,20,49,65,2.05,j120,j12010_8.sm
122,183,15,37,45,2.066666666666667,j120,j12010_9.sm
122,183,16,41,50,2.25,j120,j12011_1.sm
122,183,16,38,51,1.875,j120,j12011_10.sm
122,183,16,38,52,2.125,j120,j12011_2.sm
122,183,16,39,50,2.0,j120,j12011_3.sm
